Age,Experience,Income,Family,CCAvg,Mortgage,Securities Account,CD Account,Online,CreditCard,Edu_2,Edu_3
33,3,69,4,1.8,0,0,0,1,0,0,1
47,23,11,1,0.9,103,0,0,0,1,0,1
46,20,64,4,2.9,189,0,0,0,0,0,0
27,3,68,4,0.0,0,0,0,0,1,0,0
46,20,55,1,1.5,0,1,0,0,0,1,0
33,7,84,1,2.9,0,0,0,1,0,0,1
34,8,82,2,1.8,178,0,0,1,1,0,0
32,7,94,2,3.1,0,0,0,1,0,0,0
54,29,23,1,1.5,0,0,0,0,0,1,0
35,10,64,3,2.3,0,0,1,1,1,0,0
39,14,21,1,0.6,101,0,0,0,0,0,1
32,7,108,1,4.6,0,1,0,0,0,0,0
29,3,30,4,0.3,157,0,0,0,0,1,0
45,19,91,2,1.7,0,1,0,1,0,1,0
30,4,23,4,0.3,121,0,0,0,0,1,0
43,17,82,1,5.2,79,0,0,1,0,0,0
44,18,91,2,0.8,0,0,0,1,0,0,1
55,25,52,1,1.4,207,1,0,0,0,0,1
59,35,39,4,1.3,0,0,0,1,0,0,0
31,6,92,2,3.3,0,0,0,0,0,0,0
44,20,138,2,3.3,0,0,0,0,1,0,0
28,2,111,4,2.3,0,0,0,1,0,0,1
58,32,63,1,1.6,0,1,0,1,0,0,0
35,9,23,4,0.3,0,0,0,0,0,0,0
33,9,184,2,4.8,0,0,0,0,0,1,0
63,37,31,1,0.5,0,0,0,1,0,0,1
48,22,80,3,1.1,0,0,0,0,0,0,0
26,1,80,4,0.2,0,0,0,1,1,0,0
27,1,142,3,5.5,0,0,0,0,0,0,0
42,17,111,3,3.0,0,1,1,0,1,0,0
56,30,164,4,0.5,234,0,1,1,1,1,0
33,7,29,1,0.6,127,0,0,0,1,0,1
54,28,53,1,2.2,0,0,0,1,1,0,1
41,15,65,3,0.5,0,0,0,0,0,0,1
61,36,44,4,2.1,0,0,0,0,0,0,0
37,11,21,3,0.2,0,0,0,1,0,1,0
35,11,160,4,5.7,0,1,0,0,0,0,1
65,40,143,4,6.6,0,0,0,1,0,1,0
46,20,73,2,0.8,264,0,1,1,1,0,1
59,33,110,3,4.4,264,0,0,1,0,0,0
43,18,13,2,0.1,0,0,1,1,1,1,0
40,16,154,2,6.1,325,0,0,1,0,0,0
47,21,32,3,1.5,75,0,0,1,0,0,0
51,25,31,2,0.4,161,0,0,1,1,0,1
57,32,124,1,0.2,0,0,0,1,0,1,0
48,22,174,1,2.4,0,0,0,1,0,0,0
44,19,40,4,0.0,0,0,0,1,0,1,0
65,40,114,4,3.4,0,0,0,0,1,1,0
57,27,55,1,1.4,0,0,0,1,0,0,1
51,25,145,1,0.3,0,0,0,1,0,0,0
57,31,52,1,1.4,0,0,0,1,0,0,0
50,25,38,1,1.3,120,0,0,0,1,1,0
43,18,59,3,0.8,91,0,0,1,0,0,1
35,9,83,2,4.5,0,0,0,1,0,0,1
53,28,19,4,0.8,106,0,0,0,1,0,0
47,21,65,1,1.5,0,1,0,1,0,1,0
36,11,9,4,0.2,0,0,0,0,1,0,1
48,24,71,2,1.7,145,0,0,0,1,0,0
60,35,18,1,1.5,0,0,0,1,1,1,0
42,18,54,1,1.8,0,0,0,1,0,0,0
45,20,144,4,5.4,210,0,0,1,0,0,0
27,0,28,4,1.5,0,0,0,1,0,1,0
31,7,149,1,6.0,0,0,0,0,0,0,0
32,7,101,4,2.2,0,0,0,1,0,1,0
36,11,152,2,3.9,159,0,0,0,1,0,0
42,17,98,2,0.4,0,0,0,1,1,0,0
48,22,150,1,7.3,193,0,0,0,0,0,0
49,24,51,1,1.3,0,0,0,0,0,1,0
52,26,180,1,1.0,0,0,0,1,1,0,0
42,16,111,2,1.2,251,0,0,1,0,0,1
52,28,25,4,1.0,0,0,0,0,0,0,0
28,2,33,3,1.0,167,0,0,1,0,0,0
39,15,91,2,1.7,151,0,0,0,0,1,0
58,32,163,2,0.5,400,0,0,0,0,0,0
30,6,184,1,6.0,0,0,0,1,0,0,0
35,10,81,3,0.6,104,0,0,1,0,1,0
35,10,33,4,1.7,87,0,0,1,0,0,0
30,5,125,4,0.5,0,0,1,1,0,0,1
39,14,85,3,1.2,107,0,0,1,1,0,1
47,22,65,3,2.7,0,0,0,1,0,1,0
26,1,74,4,2.2,0,0,0,1,0,0,0
44,20,15,1,1.0,0,0,0,1,0,0,0
38,13,81,1,4.0,206,1,0,1,0,0,1
36,10,179,3,6.6,0,0,0,1,0,0,0
42,17,28,1,0.6,0,0,0,0,1,0,1
32,8,183,1,6.0,0,0,0,0,0,0,0
29,5,21,3,0.9,119,0,0,0,0,0,1
57,31,175,2,0.5,429,0,0,1,1,0,0
37,11,64,3,0.9,0,0,0,1,0,1,0
57,31,164,2,3.8,422,0,1,1,1,0,1
42,18,141,3,5.0,0,1,1,1,0,0,1
57,33,170,2,2.1,0,0,0,0,0,1,0
35,9,22,3,0.1,0,0,1,1,1,1,0
28,2,10,1,0.1,0,0,0,1,0,1,0
58,34,11,2,0.3,96,0,0,1,0,0,0
52,26,158,2,3.7,251,0,0,0,1,0,1
29,5,34,1,0.4,0,0,0,0,0,0,1
65,41,55,2,1.1,0,0,0,0,0,0,0
31,5,22,1,0.6,0,0,0,0,0,0,1
37,11,123,1,2.3,0,1,1,1,0,1,0
55,30,69,4,1.3,0,1,1,1,1,0,1
34,9,40,4,2.0,0,0,0,1,1,1,0
52,28,72,1,1.6,0,0,0,1,0,0,1
34,10,71,4,0.1,0,0,0,0,0,1,0
55,31,91,2,2.8,0,0,0,0,0,0,0
46,21,34,2,1.3,0,0,0,1,0,0,0
44,18,75,2,3.5,0,0,0,1,0,0,0
32,8,61,3,2.6,0,0,0,0,0,1,0
55,29,54,2,2.3,93,0,0,0,0,0,1
59,34,21,2,0.5,0,0,0,1,0,1,0
56,29,41,4,2.5,0,0,0,0,0,1,0
41,16,23,2,1.4,0,1,0,1,0,1,0
56,31,64,2,2.3,0,0,0,0,0,0,1
60,34,102,2,2.0,0,0,0,1,1,0,0
64,38,59,1,2.5,220,0,0,0,0,0,1
52,28,54,4,0.1,0,0,0,0,1,0,1
45,19,93,4,2.6,0,0,0,0,0,0,1
46,21,40,1,0.3,116,0,0,0,0,0,0
29,4,59,4,2.2,232,0,0,1,1,0,0
49,24,30,4,0.4,157,0,1,1,1,1,0
50,24,79,1,0.3,120,0,0,1,0,0,0
59,35,31,3,0.4,0,0,0,1,1,1,0
46,22,142,2,3.3,0,0,0,0,0,0,0
52,28,51,1,1.6,0,1,0,0,1,0,1
45,18,40,3,1.0,0,0,0,1,0,1,0
43,18,89,3,0.5,108,0,0,0,1,0,1
59,35,202,1,4.7,553,0,0,0,0,0,0
46,22,69,2,1.7,209,0,0,0,0,0,0
37,13,59,1,1.5,0,0,0,0,1,0,1
66,41,105,1,0.8,0,1,1,1,1,0,1
25,1,121,1,5.4,158,0,0,1,0,0,0
33,7,88,3,1.6,0,0,0,1,1,0,0
42,18,54,4,2.2,0,0,0,0,0,1,0
49,25,163,2,0.4,0,1,0,0,0,0,0
42,18,39,1,0.3,0,0,0,1,0,0,1
58,33,23,3,0.2,0,0,0,0,0,0,0
27,3,59,4,0.0,90,1,0,1,0,0,0
33,7,111,2,1.3,0,0,0,1,0,0,0
45,18,50,3,2.5,0,0,0,1,0,1,0
34,10,53,3,2.6,0,0,0,1,0,1,0
38,12,59,3,0.5,0,1,1,1,1,0,1
32,7,100,3,0.6,0,0,0,1,0,1,0
36,10,33,4,1.2,82,1,0,1,0,1,0
39,13,71,3,0.1,162,1,0,1,0,0,0
33,8,140,1,4.6,0,0,0,1,0,0,0
60,34,101,3,4.4,0,0,0,1,1,0,0
52,27,43,4,0.2,0,0,0,1,0,1,0
56,31,39,4,0.9,0,0,0,0,0,0,0
40,14,53,1,2.0,0,0,0,1,1,0,0
33,9,73,4,3.4,140,0,0,1,0,0,0
44,20,69,1,0.8,0,0,0,1,1,0,1
39,15,65,1,1.5,0,0,0,0,0,0,1
36,10,39,1,2.0,153,0,0,0,0,0,0
54,29,25,4,0.1,109,0,0,0,0,0,1
43,19,74,4,1.9,0,0,0,0,1,0,0
53,27,84,2,1.1,0,0,0,1,0,0,0
47,20,62,1,2.67,0,0,0,1,0,1,0
61,35,60,1,2.5,0,0,0,1,0,0,1
39,12,62,3,2.33,0,0,0,0,0,1,0
24,-2,80,2,1.6,238,0,0,0,0,0,1
54,24,72,3,1.4,0,0,0,0,1,0,1
46,22,125,2,4.7,0,0,0,1,0,0,1
32,6,78,1,2.9,0,0,0,0,0,0,1
40,14,59,3,0.5,0,0,0,1,0,0,1
39,13,33,4,1.5,0,0,0,0,0,0,1
26,1,190,4,1.3,197,0,0,1,0,1,0
41,16,44,1,0.3,0,0,0,0,0,0,1
62,37,19,3,1.3,97,0,0,1,0,1,0
25,1,70,4,2.6,218,0,0,1,0,0,0
40,14,164,1,4.3,0,0,0,0,0,1,0
61,35,63,1,1.6,0,0,0,1,0,0,0
51,25,30,3,0.6,144,0,0,0,1,1,0
54,24,25,4,0.4,0,0,0,0,1,0,1
56,32,64,4,1.5,0,0,0,1,0,0,0
37,11,89,1,1.5,0,0,0,1,0,0,1
62,38,80,4,1.7,0,0,0,0,0,1,0
50,24,45,3,0.6,117,0,0,1,0,1,0
36,11,8,4,0.2,81,0,0,0,1,0,1
56,31,60,3,1.7,0,0,0,1,0,0,0
45,19,93,2,1.7,0,0,0,0,0,1,0
56,32,89,4,1.0,90,1,0,1,0,1,0
37,12,123,4,3.1,253,0,1,1,1,1,0
28,4,101,3,2.5,270,0,0,0,0,0,0
61,36,40,3,0.5,100,1,0,0,0,1,0
29,5,138,2,4.33,0,0,0,1,0,0,0
63,39,40,1,0.8,118,0,0,0,1,0,0
36,11,181,3,1.4,0,0,0,0,0,0,0
33,8,39,3,2.3,0,0,0,0,0,0,0
57,31,113,4,0.6,327,0,0,1,0,0,1
30,4,154,2,4.5,207,0,0,1,0,0,0
45,21,102,4,4.7,81,0,0,0,0,1,0
52,27,81,1,1.3,293,0,0,0,1,0,1
29,2,30,4,1.0,0,0,0,0,0,0,1
32,6,79,2,1.5,0,0,0,1,1,0,1
61,36,139,2,3.9,0,0,0,0,0,0,0
31,7,71,1,0.1,78,1,0,0,0,0,0
35,9,55,1,2.0,0,0,0,1,0,0,0
37,12,132,2,3.9,0,0,0,0,0,0,0
54,30,45,4,1.1,205,0,0,1,0,1,0
56,30,55,1,1.4,77,0,0,1,0,0,0
33,7,48,4,2.2,207,0,0,0,0,1,0
48,23,70,1,2.8,0,0,0,0,0,1,0
52,27,45,2,2.0,121,0,0,0,1,1,0
58,32,49,1,1.4,99,0,0,1,1,0,0
52,26,59,3,3.0,0,0,0,1,0,1,0
62,37,38,1,1.1,0,0,0,1,0,0,1
27,2,112,4,1.8,0,1,0,1,0,0,1
38,14,70,4,2.0,0,0,0,1,0,0,1
32,7,42,3,2.3,0,0,0,1,0,0,0
44,20,38,2,2.1,95,0,0,1,0,0,1
28,3,74,2,1.8,221,1,0,0,0,1,0
39,13,68,3,2.1,0,1,0,1,0,0,0
57,33,43,1,1.8,0,0,0,0,0,0,1
49,24,18,1,0.4,121,0,0,1,0,0,1
28,2,51,4,1.8,0,1,0,0,0,1,0
56,30,31,4,1.5,0,0,0,1,0,0,1
30,6,48,1,2.1,0,0,0,0,0,0,1
53,23,45,4,2.0,132,1,0,0,0,0,1
51,26,70,1,2.8,0,0,0,1,1,1,0
55,29,79,2,1.1,0,1,0,1,0,0,0
40,14,69,3,2.1,106,0,0,1,0,0,0
40,14,42,2,0.3,106,0,0,0,1,0,0
62,36,103,2,2.8,0,1,1,1,0,0,0
59,33,71,2,2.3,150,0,0,1,1,0,1
44,19,34,4,0.0,0,0,0,0,0,1,0
38,14,48,1,1.8,169,0,0,0,0,0,0
53,29,95,4,1.0,0,0,0,1,1,1,0
44,20,43,1,0.3,0,1,0,0,1,0,1
40,10,29,1,0.75,0,0,0,1,0,0,1
42,16,62,1,0.7,170,0,1,1,1,0,1
65,40,63,3,0.5,0,0,0,1,0,1,0
36,6,11,1,0.67,0,1,1,1,1,0,1
49,25,149,2,0.4,0,0,0,1,0,0,0
34,10,34,1,1.7,164,0,0,0,0,0,0
50,24,82,3,3.0,0,0,0,1,0,1,0
44,17,70,3,2.67,0,0,0,0,0,1,0
34,8,79,1,2.5,0,0,0,1,0,0,0
65,41,45,3,0.1,0,0,0,1,0,0,1
33,8,130,3,6.3,99,0,0,0,1,1,0
57,32,84,4,1.3,0,0,0,0,1,0,1
48,22,42,3,2.2,0,0,0,0,0,1,0
49,24,45,3,1.7,0,1,0,1,0,1,0
51,25,85,4,4.9,0,0,0,1,1,0,0
45,20,138,1,7.0,0,0,0,0,1,0,0
52,26,63,2,1.5,0,1,0,1,0,1,0
41,16,118,2,3.3,0,0,0,1,0,0,0
27,1,42,3,2.4,0,0,0,0,0,1,0
45,20,62,2,2.2,0,0,0,1,0,0,1
28,4,159,1,1.5,0,0,0,1,1,0,0
53,28,44,2,0.6,0,0,0,1,1,0,1
37,11,51,3,2.1,0,0,0,1,1,0,0
39,14,28,2,1.4,108,0,0,0,1,1,0
43,17,98,3,1.1,0,0,0,0,0,0,0
55,30,28,4,0.1,149,0,0,1,1,0,1
45,19,128,4,6.0,0,0,0,1,0,0,1
63,39,72,3,2.0,190,1,0,1,0,0,1
42,18,114,1,0.3,0,0,0,0,0,0,0
51,27,23,1,0.2,0,0,0,1,0,0,0
50,26,22,4,0.5,112,0,0,1,0,1,0
56,32,85,3,2.67,0,1,0,1,0,0,0
52,26,93,1,2.4,0,0,0,1,0,0,0
36,10,29,4,1.0,0,0,0,1,1,0,0
32,8,141,2,4.33,0,0,0,0,0,0,0
46,20,134,1,5.7,146,1,0,1,0,0,0
45,19,38,2,0.7,0,0,0,0,0,0,0
60,34,90,4,1.9,0,0,0,1,0,1,0
52,26,45,3,0.6,0,0,0,0,0,1,0
48,24,61,2,1.7,229,0,0,0,1,0,0
48,22,152,1,3.5,0,0,0,1,0,0,1
43,19,34,3,0.6,0,0,0,0,0,1,0
65,39,184,1,5.4,176,0,1,1,1,0,1
25,0,38,2,1.6,0,0,0,0,0,0,1
50,26,110,3,1.8,0,0,0,1,0,1,0
54,27,51,3,1.0,113,1,1,1,1,1,0
56,32,48,1,1.6,0,0,0,0,1,0,1
64,39,172,4,3.1,282,0,1,1,1,0,0
58,33,42,4,1.7,0,0,0,0,0,0,0
63,37,78,4,1.7,0,0,0,1,0,0,1
46,22,154,1,5.0,0,0,0,1,0,0,0
44,17,25,3,1.0,0,0,0,0,1,1,0
60,34,51,3,1.4,0,0,0,0,0,0,1
54,28,74,2,1.1,0,0,0,1,0,0,0
65,40,71,3,2.2,0,0,0,0,1,0,0
35,11,40,1,2.4,0,0,0,1,0,1,0
60,35,191,4,5.6,0,0,0,0,0,0,1
50,23,23,2,1.0,0,1,0,0,0,1,0
65,41,121,2,2.1,0,0,0,1,0,0,0
62,37,82,1,0.8,312,0,0,1,0,0,1
56,30,24,2,0.7,0,0,0,1,0,1,0
26,2,12,4,1.0,0,0,0,1,0,0,0
57,31,32,3,1.4,0,1,1,1,1,0,0
37,13,49,4,2.0,192,0,0,0,0,0,1
55,31,69,1,2.7,0,1,0,0,1,1,0
33,9,125,1,4.3,0,0,0,1,0,0,1
52,26,182,2,1.4,0,0,0,1,0,1,0
41,16,104,1,4.0,0,0,1,1,1,0,1
59,33,140,2,0.5,262,0,0,1,0,0,0
39,13,74,3,0.9,155,0,0,1,0,1,0
41,17,55,2,1.7,0,0,0,0,0,0,0
54,29,111,1,0.1,0,0,0,0,1,0,1
43,16,65,3,2.67,100,0,0,0,0,1,0
63,39,38,3,0.1,178,0,0,1,1,0,1
58,33,18,3,0.1,0,0,0,1,1,1,0
61,37,9,2,0.3,0,0,0,1,0,0,1
36,9,49,2,1.67,0,0,0,0,1,1,0
41,17,119,2,6.1,263,1,0,1,0,0,0
61,36,54,3,1.5,0,0,0,1,0,0,0
48,24,148,2,3.3,0,0,1,1,1,0,0
63,38,135,2,3.8,183,0,0,0,0,0,1
61,37,131,1,2.9,0,0,0,1,0,0,0
61,36,12,4,0.6,0,0,0,1,1,1,0
50,26,21,1,0.2,0,0,0,1,0,0,0
65,40,40,1,1.1,0,0,0,0,0,0,1
57,32,38,2,2.1,0,0,0,0,0,0,1
35,11,40,1,2.4,0,1,0,1,0,1,0
54,28,102,3,1.7,0,0,0,1,0,1,0
53,29,118,2,0.3,0,0,0,1,0,0,0
31,6,58,2,2.5,0,0,0,0,1,0,0
27,1,99,1,3.0,149,0,0,0,1,0,1
64,38,115,1,2.0,0,0,0,1,1,0,0
43,17,111,4,5.4,0,0,0,1,0,0,1
44,18,129,1,5.7,0,0,0,1,0,0,0
60,35,8,1,0.1,0,0,0,1,0,0,0
31,5,85,3,1.6,157,0,0,1,1,0,0
44,20,175,2,1.4,0,0,0,1,1,0,0
62,38,30,3,0.1,128,0,0,1,0,0,1
40,15,82,3,1.0,309,0,0,0,0,0,0
58,33,138,2,3.9,0,1,0,1,0,0,0
50,26,13,4,1.0,0,0,0,1,0,0,0
62,37,129,1,1.3,0,0,0,1,0,0,0
26,2,119,2,0.6,381,0,0,1,1,0,0
50,24,124,1,4.9,266,0,0,1,0,0,0
54,30,93,1,2.7,0,0,0,1,0,1,0
57,27,63,4,2.0,0,0,0,1,0,0,1
58,28,58,3,2.0,0,0,0,1,0,0,1
34,8,188,1,2.9,0,0,0,1,0,0,1
42,15,73,3,2.33,0,0,0,0,0,1,0
52,26,161,4,4.3,0,0,1,1,1,0,0
29,0,134,4,6.5,0,0,0,0,0,0,1
46,21,41,1,1.4,128,0,0,1,0,0,1
35,10,179,1,8.6,357,0,0,0,0,0,0
46,21,82,4,0.4,0,0,0,0,0,0,0
57,31,131,3,0.6,0,0,0,1,0,0,0
59,35,18,1,1.2,0,0,0,1,0,0,1
48,23,132,1,0.6,157,0,0,0,0,0,0
30,3,79,4,2.0,0,0,0,1,0,1,0
53,27,174,1,2.9,0,0,0,1,0,1,0
29,-1,50,2,1.75,0,0,0,0,1,0,1
51,24,84,3,2.0,0,0,0,0,0,1,0
44,18,68,4,2.9,0,1,0,0,0,0,0
27,2,155,1,0.8,0,0,0,0,0,0,0
51,27,22,4,0.5,0,0,0,1,1,1,0
55,29,140,2,2.7,0,0,0,1,0,0,0
34,9,102,4,2.2,0,0,0,1,0,1,0
49,24,48,1,1.3,0,0,0,0,1,1,0
63,38,85,4,0.1,0,0,0,0,1,1,0
59,33,93,2,0.7,0,0,0,0,0,1,0
50,26,190,3,2.1,240,0,0,1,0,0,1
37,11,84,4,2.2,0,0,0,1,1,1,0
58,34,84,2,2.8,0,0,0,1,1,0,0
53,26,22,1,0.5,100,0,0,1,0,1,0
38,12,93,1,5.2,267,0,0,1,0,0,0
52,28,74,1,2.6,0,0,0,1,1,1,0
31,7,108,1,4.0,0,0,0,1,0,0,0
34,9,123,1,1.6,0,0,0,1,0,1,0
47,23,138,2,3.3,0,0,0,1,1,0,0
29,4,50,4,1.7,0,0,0,1,0,1,0
57,27,73,1,3.0,0,0,0,0,0,0,1
28,3,45,2,1.6,0,0,0,1,1,0,1
51,27,12,3,0.4,0,1,1,1,1,0,0
62,37,48,3,2.2,0,0,0,0,0,0,0
31,7,180,1,4.3,0,0,0,0,0,0,0
37,11,190,4,7.3,565,0,1,1,0,1,0
36,11,23,4,0.2,0,0,0,1,0,0,1
34,8,44,4,0.2,0,0,0,0,0,0,0
50,26,52,4,0.1,0,0,0,0,0,0,1
33,9,23,3,0.9,0,0,0,1,1,0,1
39,13,93,4,3.6,0,0,0,1,0,0,1
44,17,128,2,3.25,0,0,0,0,1,1,0
40,15,75,4,1.1,0,0,0,1,0,1,0
55,25,35,3,1.0,144,0,0,1,1,0,1
59,33,64,4,1.7,0,0,0,0,1,1,0
56,30,178,1,2.9,0,0,0,1,0,0,0
43,18,94,4,1.1,0,0,0,0,0,1,0
48,22,74,1,1.4,0,1,0,0,0,0,1
52,26,70,2,1.1,0,1,0,1,0,0,0
54,29,28,4,0.2,101,0,0,1,0,1,0
35,10,64,3,0.7,230,0,0,1,0,1,0
46,20,49,3,2.2,0,0,0,0,0,1,0
41,16,113,1,1.0,211,0,0,0,1,0,1
47,21,49,3,2.2,0,1,0,0,0,1,0
28,4,69,3,0.7,170,0,0,0,0,1,0
56,30,24,2,0.4,88,0,0,0,0,0,1
46,22,141,2,3.3,0,1,1,1,1,0,0
58,34,128,1,7.4,0,0,0,0,0,0,0
47,20,101,3,2.0,270,0,0,1,0,1,0
35,9,33,2,0.3,0,1,0,1,0,0,0
51,27,39,2,0.8,0,0,0,0,0,0,0
60,35,122,1,1.3,0,0,0,0,0,0,0
39,15,82,1,0.8,0,0,0,1,0,1,0
50,25,114,1,0.6,0,0,0,0,1,0,0
27,2,48,2,1.6,119,1,0,1,0,0,1
31,5,188,2,4.5,455,0,0,0,0,0,0
30,4,81,1,2.9,259,0,0,1,1,0,1
44,20,39,2,2.1,119,0,0,0,0,0,1
59,35,165,2,6.0,0,0,0,1,0,0,0
57,31,65,4,2.6,0,0,0,0,1,0,1
50,25,35,3,1.7,0,0,0,1,1,1,0
61,35,18,3,0.3,0,0,0,0,0,0,1
53,29,154,4,7.4,0,0,0,0,0,0,1
47,22,53,1,0.3,213,0,0,0,0,0,0
32,8,42,1,0.2,102,0,0,1,0,0,1
40,16,63,1,1.5,0,0,0,0,0,0,1
38,14,104,2,1.8,79,0,0,0,0,1,0
54,24,72,3,1.4,218,0,0,0,1,0,1
65,40,49,3,0.5,0,0,0,1,0,1,0
28,-2,48,2,1.75,89,0,0,1,0,0,1
32,5,63,4,2.0,0,1,0,1,0,1,0
33,9,64,4,3.4,0,0,0,0,0,0,0
33,9,38,1,2.1,133,0,0,0,0,0,1
54,30,21,1,0.1,76,0,0,1,0,1,0
37,11,43,4,1.2,0,1,0,0,0,1,0
42,16,20,2,0.8,117,0,0,1,1,0,1
30,6,64,4,3.4,117,0,0,0,0,0,0
41,17,65,3,2.1,0,0,0,1,0,0,1
47,21,20,1,0.2,0,0,0,1,1,0,0
63,37,15,1,0.8,115,0,0,1,0,1,0
55,29,132,3,5.9,307,0,0,0,0,1,0
34,9,84,4,2.2,323,0,0,1,0,1,0
38,14,58,4,2.0,153,1,0,0,0,0,1
63,39,53,1,0.8,0,0,0,0,0,0,0
45,19,60,2,0.4,250,0,0,1,0,0,1
34,10,152,2,6.5,0,0,0,0,0,0,0
40,16,49,1,1.8,0,0,0,0,1,0,0
41,16,114,4,3.5,0,0,0,0,1,0,0
61,36,119,2,5.4,0,0,0,1,0,1,0
35,10,72,3,2.3,285,0,0,0,0,0,0
45,21,134,4,5.5,0,0,1,1,1,1,0
62,36,25,3,0.3,0,0,0,1,1,0,1
47,23,8,4,0.2,0,0,0,1,0,0,0
52,26,62,4,2.8,0,0,0,1,0,1,0
62,38,42,3,0.1,149,0,0,0,1,0,1
62,36,21,3,0.3,0,0,0,0,0,0,1
40,16,98,2,1.8,98,0,0,1,0,1,0
28,2,34,4,1.3,0,0,0,0,0,0,1
56,30,38,1,0.2,0,0,0,0,0,0,0
48,24,48,2,2.1,0,0,0,1,0,0,1
25,1,49,4,1.6,0,1,0,0,0,0,0
56,30,31,2,0.3,109,1,1,1,1,0,0
33,7,25,4,1.0,0,0,0,1,1,0,0
55,31,91,2,2.8,0,0,0,1,0,0,0
39,14,141,4,6.3,0,1,1,1,1,0,0
37,13,71,2,1.7,0,0,0,1,1,1,0
54,30,24,4,0.2,0,1,0,0,0,0,0
59,33,91,4,1.9,329,0,0,0,0,1,0
36,11,14,4,0.2,100,0,0,1,1,0,1
52,25,44,3,1.0,135,0,0,1,0,1,0
56,30,79,3,0.8,302,0,0,0,0,0,0
42,18,131,1,3.4,0,0,0,0,1,0,0
39,14,54,3,3.0,108,0,0,0,1,0,0
59,34,114,3,4.2,0,0,0,1,0,1,0
29,3,50,3,1.1,0,0,0,0,1,1,0
38,14,95,2,1.9,0,0,0,1,1,0,0
47,21,15,4,0.6,77,0,0,1,0,0,1
55,31,73,3,2.67,219,0,0,1,0,0,0
43,19,128,1,4.7,0,0,0,1,0,0,0
53,28,38,1,1.3,0,0,0,1,0,1,0
55,28,38,3,1.0,0,0,0,1,0,1,0
34,8,10,1,0.4,0,0,0,1,0,1,0
65,39,30,3,0.7,0,0,0,1,1,1,0
65,40,140,1,0.9,0,0,0,0,0,0,0
62,37,53,2,2.8,0,0,0,1,0,0,0
37,12,81,1,2.8,0,0,0,0,0,0,0
38,14,35,1,1.5,97,0,0,1,0,1,0
28,4,129,1,1.5,0,0,0,0,1,0,0
56,32,31,4,1.3,0,0,0,0,0,0,0
63,38,8,4,0.6,0,0,0,1,0,1,0
55,30,40,2,2.3,0,0,0,1,0,0,1
62,37,11,1,0.1,0,0,0,1,0,0,0
41,15,62,3,0.9,0,0,0,0,0,0,1
45,21,164,1,5.0,0,0,0,0,1,0,0
34,8,164,4,7.4,0,0,0,1,0,0,1
26,1,53,2,1.6,0,0,0,1,0,0,1
31,5,184,4,3.4,0,0,1,1,1,1,0
65,40,20,3,0.5,102,0,0,1,1,0,0
62,37,39,2,2.8,113,0,1,1,1,0,0
59,33,81,2,1.4,0,0,0,1,0,0,0
61,35,35,2,0.2,0,0,0,1,0,0,1
36,10,73,2,2.8,0,0,0,1,1,0,0
57,32,80,2,0.0,0,0,0,0,0,0,1
63,33,34,1,1.5,0,0,0,1,1,0,1
48,24,90,1,2.6,334,0,0,1,0,1,0
53,28,30,4,0.2,0,0,0,1,0,1,0
41,15,65,2,2.8,0,0,0,1,1,0,0
27,2,158,3,0.4,0,0,1,1,0,1,0
37,11,35,2,0.8,0,0,0,0,0,0,1
46,22,74,3,0.7,0,0,0,1,0,0,0
28,4,43,3,0.1,0,0,0,1,0,1,0
53,27,59,2,0.8,0,0,0,1,0,0,1
26,1,50,4,0.6,0,0,0,0,0,1,0
50,25,99,1,4.6,368,1,1,0,1,0,0
47,23,19,1,1.0,0,0,0,0,1,0,0
29,3,40,1,1.9,0,0,0,1,0,0,1
63,39,41,2,1.1,0,0,0,0,0,0,0
58,33,50,4,2.1,0,0,0,0,1,0,0
52,28,64,2,1.0,211,0,0,1,0,0,1
51,27,188,2,6.9,343,0,0,1,0,1,0
40,15,19,4,0.2,0,0,0,1,0,0,1
67,42,32,1,1.1,0,0,0,0,1,0,1
44,20,199,2,6.67,0,0,0,1,0,0,0
28,2,11,1,0.1,0,0,0,1,1,1,0
27,3,148,1,1.5,397,0,0,1,1,0,0
60,36,41,4,1.3,174,0,0,1,1,0,0
59,35,40,4,0.4,135,0,0,1,0,0,0
41,16,85,1,4.0,0,0,0,1,1,0,1
35,11,38,1,1.7,0,0,0,0,1,0,0
34,10,35,1,1.7,0,0,0,1,0,0,0
37,10,35,4,1.0,0,0,0,0,0,1,0
33,7,31,4,1.0,0,0,0,1,1,0,0
64,40,40,2,1.1,0,0,0,1,0,0,0
42,17,93,4,1.9,0,0,0,0,0,0,1
47,23,28,4,0.6,0,0,0,1,0,0,0
58,33,51,2,1.6,123,0,0,1,0,0,1
37,12,63,4,2.1,0,0,0,1,0,0,1
29,4,120,1,4.1,0,1,1,0,1,1,0
51,25,29,4,0.1,0,0,0,1,1,0,0
46,20,9,1,0.2,0,0,0,1,0,0,0
64,40,123,1,3.8,0,0,0,1,1,0,0
61,36,61,2,2.8,0,0,0,0,0,0,0
54,28,48,1,0.2,0,0,0,1,0,0,0
64,40,32,3,0.1,0,0,0,1,0,0,1
25,0,65,4,0.2,0,1,0,0,0,0,0
54,28,94,1,1.9,0,0,0,0,0,1,0
37,13,43,3,2.8,0,0,0,1,0,0,0
38,12,29,4,0.2,0,0,0,0,1,0,0
63,37,41,1,0.5,0,0,0,0,1,0,1
